no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,2,1,0,0,89,2018,4,8,3,0,0,0,75.62130083145696,0,0
2,1,0,1,1,0,0,179,2018,7,26,4,0,0,0,155.55744075816182,1,0
2,0,0,4,0,0,0,133,2018,7,9,4,0,0,0,115.49634944150745,0,0
2,0,1,1,2,0,0,208,2018,8,27,4,0,0,0,90.30522242559542,0,0
1,0,0,2,0,0,0,192,2018,6,24,3,0,0,0,95.09456089282254,0,0
2,0,1,4,0,0,0,131,2018,6,2,4,0,0,0,114.88532451925285,1,0
2,0,1,3,0,0,1,205,2018,7,7,4,0,0,0,127.27838899095849,1,0
1,0,2,7,0,0,0,14,2018,3,4,4,0,0,0,132.2328738244037,0,0
2,0,0,2,0,0,0,10,2018,2,16,4,0,0,0,108.61838897523833,0,0
2,0,0,1,0,0,0,3,2018,4,22,4,0,0,0,139.203012345241,0,0
2,0,0,3,0,0,0,113,2017,9,22,4,0,0,0,74.43866419525547,0,0
2,0,1,3,0,0,0,77,2017,11,15,4,0,0,0,72.22646774689758,1,0
2,0,0,2,0,0,3,113,2018,7,12,4,0,0,0,189.3871286486371,0,0
2,0,1,1,0,0,3,36,2018,9,6,4,0,0,0,171.6375792345283,0,0
2,0,1,6,0,0,3,182,2018,7,8,4,0,0,0,113.40132866206208,1,0
2,0,1,0,0,0,2,52,2018,2,28,4,0,0,0,95.41695523499624,0,0
1,0,1,3,0,0,2,128,2018,7,17,4,0,0,0,122.27989202239729,0,0
2,0,1,0,3,0,0,16,2018,7,20,4,0,0,0,129.0,0,0
2,0,0,2,0,0,0,104,2017,10,6,3,0,0,0,115.81221803037867,1,0
2,0,1,1,3,0,0,55,2018,5,20,4,0,0,0,116.1,0,0
2,0,0,3,0,0,0,116,2017,9,24,3,0,0,0,72.25,0,0
1,0,1,1,2,0,0,230,2018,8,27,4,0,0,0,94.29947989468124,0,0
2,0,1,1,0,0,0,63,2018,5,15,4,0,0,0,126.9,0,0
2,0,0,1,0,0,0,99,2018,6,20,4,0,0,0,132.5828702489095,0,0
1,0,0,3,0,0,2,178,2018,9,5,4,0,0,0,122.26594743213923,1,0
2,0,1,1,0,0,0,261,2018,10,17,4,0,0,0,157.7727451481549,2,0
1,0,0,2,0,0,2,12,2018,9,19,2,0,0,0,110.20651316492979,0,0
1,0,0,2,0,0,0,163,2017,9,1,4,0,0,0,99.88833690539185,0,0
2,0,0,1,0,0,0,50,2018,11,27,4,0,0,0,111.55499259686893,0,0
2,0,3,8,0,0,0,200,2018,8,3,4,0,0,0,64.7327122418036,1,0
2,0,2,4,0,0,2,116,2018,9,14,4,0,0,0,131.43230111949967,0,0
1,0,0,1,2,0,0,28,2018,2,4,4,0,0,0,75.07310151589584,0,0
2,0,0,1,0,0,0,0,2017,8,11,4,0,0,0,138.32878983916166,0,0
2,0,1,2,0,0,0,92,2018,9,30,4,0,0,0,106.52356036124043,0,0
1,0,0,1,0,0,0,18,2018,4,14,4,0,0,0,111.73386644735517,0,0
2,2,0,1,0,0,5,57,2018,6,14,4,0,0,0,201.36648786686592,0,0
2,0,0,2,0,0,3,60,2018,10,18,4,0,0,0,125.97066323901689,0,0
2,0,1,3,0,0,2,170,2018,8,24,4,0,0,0,103.63010852007127,0,0
2,0,0,4,1,0,0,296,2018,9,21,3,0,0,0,117.0,0,0
2,0,1,5,0,0,0,192,2018,8,18,4,0,0,0,99.45,0,0
1,0,1,0,0,0,0,20,2018,3,6,4,0,0,0,90.52111623103984,0,0
2,0,0,2,3,0,0,69,2018,5,9,4,0,0,0,116.1,0,0
1,0,2,0,0,0,0,16,2018,6,12,4,0,0,0,114.11315439014517,0,0
2,0,0,2,0,0,3,59,2018,3,28,4,0,0,0,123.10336661223795,0,0
2,0,0,1,3,0,0,72,2018,3,15,4,0,0,0,67.56394793798464,0,0
2,0,0,0,0,0,1,197,2018,7,16,4,0,0,0,86.72768795318454,0,0
2,0,1,2,0,0,2,17,2017,5,30,4,0,0,0,101.89410883211032,0,0
1,0,1,1,0,0,0,153,2018,6,3,4,0,0,0,114.99242827935905,0,0
2,0,1,2,0,0,3,66,2018,9,3,4,0,0,0,119.1312316775171,0,0
2,0,1,2,1,0,0,160,2018,9,5,4,0,0,0,161.1,2,0
2,0,1,1,0,0,0,22,2018,6,14,4,0,0,0,151.51376279813388,0,0
2,0,1,1,1,0,0,4,2018,3,14,3,0,0,0,83.95634618368919,0,0
2,0,0,1,3,0,0,98,2018,7,24,4,0,0,0,82.89882087473336,0,0
1,0,1,2,1,0,0,5,2018,3,15,4,0,0,0,84.35870389782862,0,0
2,0,2,1,0,0,0,196,2018,9,8,4,0,0,0,108.86973488242305,0,0
2,0,1,2,0,0,2,184,2018,8,21,4,0,0,0,137.67710555001867,0,0
1,0,2,3,0,0,1,164,2018,8,15,4,0,0,0,108.04040316833792,0,0
2,0,0,2,0,0,0,272,2018,8,6,4,0,0,0,109.23620168663554,1,0
2,0,1,4,2,0,0,117,2018,6,28,4,0,0,0,85.445567367116,0,0
2,0,0,2,0,0,3,267,2018,9,26,4,0,0,0,127.34771409579604,1,0
2,0,1,0,0,0,3,16,2018,2,27,4,0,0,0,106.0,0,0
2,0,1,2,0,0,3,16,2018,6,8,4,0,0,0,163.17919039913625,0,0
2,0,0,0,0,0,0,227,2017,6,4,3,0,0,0,0.3166859353368458,0,0
1,0,2,5,0,0,0,30,2017,8,3,4,0,0,0,102.76589832197944,1,0
2,2,0,2,0,0,5,206,2018,8,3,4,0,0,0,174.06725937849737,1,0
2,0,1,1,0,0,0,4,2018,7,22,4,0,0,0,140.58041816578015,0,0
2,1,1,1,0,0,4,64,2018,3,19,4,0,0,0,161.3372809880039,0,0
2,0,2,5,2,0,0,172,2018,7,21,3,0,0,0,65.23747304437997,0,0
2,0,1,1,0,0,3,58,2018,7,25,4,0,0,0,137.5510865291922,0,0
2,0,0,2,0,0,0,69,2018,5,7,4,0,0,0,136.29127510037807,0,0
2,0,0,1,0,0,0,220,2018,8,30,4,0,0,0,112.6118608871164,0,0
2,0,0,0,3,0,0,17,2018,9,4,4,0,0,0,118.00124996560868,0,0
2,0,1,2,0,0,0,232,2018,9,11,4,0,0,0,101.32633391831934,1,0
2,0,1,1,0,0,0,49,2018,2,11,4,0,0,0,52.44957117818282,0,0
2,0,0,2,0,0,2,5,2018,3,2,4,0,0,0,115.29178027579549,0,0
2,2,0,2,0,0,5,41,2018,3,24,4,0,0,0,175.2740569077203,0,0
2,0,1,2,0,0,0,209,2017,9,6,3,0,0,0,88.01485194954387,0,0
2,0,0,2,0,0,3,75,2018,6,15,4,0,0,0,185.7468799507811,0,0
1,0,1,0,0,0,0,7,2017,8,5,4,0,0,0,124.21825414118473,0,0
0,1,0,1,0,0,1,202,2018,7,21,4,0,0,0,86.54619416206855,0,0
1,0,1,3,0,0,0,90,2018,4,16,4,0,0,0,90.92871351901286,0,0
1,0,0,2,0,0,0,50,2018,1,28,4,0,0,0,73.80149251717324,0,0
2,0,0,2,1,0,0,265,2018,6,24,3,0,0,0,112.93565837121683,1,0
2,0,0,1,0,0,0,158,2018,8,16,4,0,0,0,126.91904743258384,1,0
2,0,1,1,1,0,0,247,2018,6,6,4,0,0,0,115.0,0,0
2,2,0,1,0,0,5,13,2018,7,15,4,0,0,0,224.42209721362158,0,0
2,0,0,2,0,0,2,78,2018,5,13,4,0,0,0,159.3,0,0
3,0,0,1,0,0,3,154,2018,7,9,4,0,0,0,147.12529735128902,0,0
1,0,0,4,0,0,0,62,2018,3,7,4,0,0,0,63.75,0,0
1,0,2,0,2,0,0,10,2018,7,27,4,0,0,0,117.56039857607615,0,0
2,0,1,1,0,0,2,26,2018,9,13,4,0,0,0,96.11059815179252,0,0
1,0,0,2,0,0,3,46,2018,6,17,4,0,0,0,248.32857983330427,0,0
2,0,1,2,0,0,1,90,2017,8,13,4,0,0,0,89.25,0,0
2,0,0,3,0,0,2,8,2017,10,30,4,0,0,0,112.90865258573307,0,0
2,0,0,1,0,0,3,0,2017,9,7,4,0,0,0,119.71318033376073,0,0
1,0,1,2,0,0,0,27,2017,9,3,4,0,0,0,77.94814335141672,0,0
2,0,0,2,3,0,0,14,2018,2,23,4,0,0,0,79.0,0,0
1,0,2,1,2,0,0,72,2018,4,3,4,0,0,0,73.22030003570042,0,0
2,0,1,2,0,0,0,152,2018,7,22,4,0,0,0,101.1316608755627,0,0
2,0,0,2,1,0,0,244,2018,8,9,4,0,0,0,95.81747869928597,0,0
2,0,0,1,0,0,0,105,2017,6,7,4,0,0,0,76.41180597518304,0,0
2,0,0,1,0,0,0,33,2018,8,8,4,0,0,0,135.9,1,0
2,0,0,3,0,0,3,167,2018,6,25,4,0,0,0,123.26644226441044,0,0
2,0,0,1,1,0,0,52,2018,2,26,4,0,0,0,78.92371992229515,0,0
2,0,1,2,0,0,0,92,2018,8,10,4,0,0,0,118.15163493347092,1,0
2,0,0,2,1,0,0,62,2018,4,21,3,0,0,0,95.09237363640801,0,0
2,0,0,1,0,0,0,179,2017,9,16,3,0,0,0,70.5126568641832,0,0
2,0,0,2,0,0,5,91,2018,5,12,4,0,0,0,198.9,0,0
2,0,0,3,0,0,0,230,2018,8,4,4,0,0,0,135.53768799117478,0,0
2,0,1,3,3,0,0,7,2018,10,16,4,0,0,0,137.33942780399593,1,0
2,0,1,2,0,0,0,84,2018,2,27,3,0,0,0,60.68198734750467,0,0
2,0,0,3,0,0,0,67,2018,4,26,4,0,0,0,110.11058656815088,0,0
2,0,0,1,0,0,0,174,2018,8,13,4,0,0,0,105.12249634225918,0,0
2,0,0,3,0,0,0,66,2018,10,22,4,0,0,0,88.46291479607045,1,0
2,0,0,3,0,0,0,130,2018,5,11,4,0,0,0,104.64894736931535,0,0
1,0,1,2,0,0,0,175,2018,8,20,3,0,0,0,275.2245411334681,0,0
2,0,0,2,0,0,0,25,2018,11,23,4,0,0,0,103.94242559268507,0,0
2,0,1,1,1,0,0,247,2018,6,6,3,0,0,0,115.0,1,0
1,0,0,0,2,0,0,3,2018,5,13,4,0,0,0,95.70554577489057,0,0
1,0,0,3,0,0,3,40,2018,2,2,4,0,0,0,84.65195585145209,0,0
2,0,1,0,2,0,0,133,2017,7,16,4,0,0,0,94.5,0,0
2,0,0,1,3,0,0,13,2018,4,19,4,0,0,0,89.0,0,0
1,0,2,4,0,0,0,3,2017,8,19,2,0,0,0,79.50019290599754,0,0
2,0,0,2,3,0,0,17,2018,3,11,4,0,0,0,97.0,0,0
2,0,0,4,0,0,0,204,2018,9,7,4,0,0,0,125.88668695734478,1,0
2,0,1,2,0,0,0,121,2018,6,3,4,0,0,0,107.95,0,0
2,0,0,1,0,0,0,116,2017,9,22,4,0,0,0,75.18064874697085,0,0
2,0,1,2,0,0,1,76,2018,3,25,3,0,0,0,99.67486401394879,0,0
2,0,1,4,0,0,0,49,2018,5,6,4,0,0,0,119.07695189894937,0,0
1,0,1,5,0,0,0,105,2017,9,20,4,0,0,0,75.48468115187065,0,0
1,0,0,3,2,0,0,168,2018,7,13,4,0,0,0,103.51519205739298,1,0
2,0,1,4,0,0,3,113,2018,12,27,4,0,0,0,113.61349677510978,1,0
2,0,1,2,0,0,0,100,2018,4,5,3,0,0,0,80.82141367343247,0,0
1,0,0,3,0,0,2,181,2018,6,11,4,0,0,0,118.43689081425188,1,0
2,0,0,4,0,0,3,237,2018,9,19,3,0,0,0,106.60043171580317,1,0
2,0,0,3,0,0,3,60,2018,3,9,4,0,0,0,87.3,0,0
2,0,1,2,0,0,3,12,2018,4,3,4,0,0,0,190.03933432430358,0,0
2,0,1,2,0,0,3,40,2018,3,19,4,0,0,0,180.38959314004657,0,0
2,0,0,2,0,0,3,73,2018,6,24,4,0,0,0,113.95834039014309,0,0
2,0,0,1,1,0,0,30,2018,1,17,4,0,0,0,76.96589737774063,0,0
2,0,0,1,0,0,0,89,2018,8,2,4,0,0,0,135.9,0,0
2,0,0,1,3,0,0,12,2018,4,19,4,0,0,0,89.0,0,0
2,0,1,2,0,0,3,82,2018,3,24,4,0,0,0,93.80329002457228,0,0
2,0,1,0,0,0,0,190,2018,5,15,4,0,0,0,106.10651358874907,1,0
2,0,0,3,0,0,0,109,2018,5,4,4,0,0,0,105.75826121955689,0,0
2,0,0,2,0,0,0,196,2018,8,3,4,0,0,0,105.3,0,0
2,0,0,1,0,0,0,254,2018,7,15,4,0,0,0,113.95697264540037,0,0
1,0,0,1,0,0,0,160,2018,6,25,4,0,0,0,120.71587467944713,1,0
2,0,1,4,0,0,1,40,2018,6,20,4,0,0,0,137.51766474022637,0,0
2,0,1,2,2,0,0,47,2018,9,11,3,0,0,0,79.30491151497661,0,0
3,0,0,1,0,0,3,55,2018,4,10,4,0,0,0,137.7,0,0
2,0,1,2,0,0,3,158,2018,7,29,4,0,0,0,141.85209125328728,1,0
2,0,0,2,0,0,0,135,2018,5,12,3,0,0,0,104.38211440140401,1,0
2,0,1,1,2,0,0,24,2018,10,16,4,0,0,0,106.19290054498725,0,0
2,0,2,1,0,0,0,39,2018,5,3,4,0,0,0,117.31980003875915,0,0
2,0,1,2,0,0,1,34,2018,4,12,4,0,0,0,113.794197973106,0,0
2,0,0,0,3,0,0,49,2018,6,11,4,0,0,0,93.56507393359526,0,0
2,0,0,2,0,0,0,205,2018,8,4,3,0,0,0,105.25149993808618,0,0
2,0,0,1,2,0,0,46,2018,9,9,4,0,0,0,125.26735326622071,1,0
2,0,0,1,0,0,3,28,2018,5,18,4,0,0,0,156.32930937651207,0,0
2,0,0,2,0,0,0,33,2018,6,27,4,0,0,0,111.88825227264807,0,0
2,0,0,1,0,0,0,4,2018,5,9,4,0,0,0,120.8716501952582,0,0
2,0,0,2,3,0,0,28,2018,11,16,4,0,0,0,88.0,1,0
2,0,0,1,2,0,0,34,2018,9,29,4,0,0,0,109.09143302866948,1,0
2,0,1,3,0,0,0,207,2018,9,5,4,0,0,0,103.99332161851319,1,0
2,0,0,0,3,0,0,39,2018,5,21,4,0,0,0,89.3573985668182,0,0
2,0,1,3,0,0,0,149,2017,7,9,4,0,0,0,73.36881156111879,0,0
1,0,0,2,0,0,3,45,2018,3,16,4,0,0,0,103.33551417021576,1,0
1,0,1,4,0,0,0,61,2017,5,3,4,0,0,0,66.30297816189041,0,0
2,0,0,2,1,0,1,48,2018,9,16,4,0,0,0,125.55710478857814,0,0
2,0,1,3,0,0,0,26,2018,9,5,4,0,0,0,127.34044767136753,0,0
2,0,1,2,0,0,0,229,2018,9,17,4,0,0,0,109.10301345056097,0,0
1,0,0,0,0,0,0,6,2018,2,22,4,0,0,0,85.36112675236889,0,0
2,0,0,2,0,0,3,39,2018,3,22,4,0,0,0,120.32773575150863,0,0
1,0,0,2,0,0,0,40,2018,7,28,4,0,0,0,110.38391955064162,0,0
2,0,0,2,3,0,0,35,2018,2,11,4,0,0,0,67.5,0,0
2,0,0,0,0,0,0,85,2018,11,15,4,0,0,0,93.6,0,0
2,2,2,0,0,0,5,55,2018,3,19,4,0,0,0,179.32853211442793,0,0
2,0,0,1,0,0,0,54,2018,11,21,4,0,0,0,93.6,0,0
2,0,1,1,0,0,0,13,2018,5,29,4,0,0,0,111.12808232209265,0,0
2,0,2,2,0,0,3,197,2018,7,27,3,0,0,0,137.39161687457545,1,0
2,0,1,1,2,0,0,267,2018,10,1,4,0,0,0,95.43652954045774,0,0
2,0,2,2,0,0,0,272,2018,7,28,4,0,0,0,90.10869877794744,0,0
1,0,0,1,0,0,0,0,2018,5,17,2,0,0,0,163.19817081914653,0,0
1,0,0,2,0,0,3,3,2018,9,7,0,0,0,0,109.98998031498347,0,0
2,0,0,2,0,0,0,242,2018,7,19,3,0,0,0,96.34745267431988,1,0
2,0,1,4,0,0,3,53,2018,8,21,4,0,0,0,208.28786075556923,1,0
2,0,0,2,0,0,3,85,2018,5,26,4,0,0,0,140.4,0,0
2,0,0,1,0,0,3,35,2018,5,20,4,0,0,0,140.4,0,0
2,0,1,2,3,0,0,52,2018,7,18,4,0,0,0,94.5,0,0
2,1,0,2,0,0,0,187,2018,8,11,4,0,0,0,121.5,1,0
2,0,0,3,0,0,0,305,2018,9,21,4,0,0,0,78.16366876325033,1,0
1,0,0,4,3,0,0,43,2018,4,12,4,0,0,0,116.01420425446025,0,0
1,0,0,3,0,0,2,167,2017,8,15,4,0,0,0,102.48290943481848,0,0
1,0,1,0,0,0,0,76,2018,9,9,4,0,0,0,119.37822761281555,0,0
2,0,0,4,0,0,3,47,2018,6,28,4,0,0,0,130.73713131366048,1,0
2,0,0,2,0,0,1,102,2018,11,26,4,0,0,0,108.64624448675043,0,0
1,0,0,3,0,0,0,23,2018,2,25,4,0,0,0,100.55738579064612,0,0
1,0,0,1,0,0,0,80,2018,4,13,3,0,0,0,97.53380771539855,0,0
2,0,0,4,0,0,0,48,2018,3,1,4,0,0,0,75.91271767202524,0,0
3,0,2,1,0,0,3,165,2018,10,28,4,0,0,0,123.3,1,0
1,2,1,3,0,0,5,22,2018,5,25,4,0,0,0,268.24756730691115,0,0
1,0,1,0,1,0,0,153,2018,9,3,4,0,0,0,114.93938780339973,0,0
2,0,2,2,0,0,0,149,2018,8,21,4,0,0,0,105.13870663300429,0,0
1,0,0,1,3,0,0,50,2018,6,5,4,0,0,0,107.1,0,0
1,0,1,2,0,0,0,157,2018,8,18,4,0,0,0,130.49152184273822,0,0
2,0,0,3,0,0,3,18,2018,4,30,4,0,0,0,112.79895961117192,0,0
2,0,0,4,0,0,0,108,2018,11,25,4,0,0,0,157.24776923432606,0,0
2,0,1,3,0,0,1,4,2018,2,11,4,0,0,0,127.68337880849863,0,0
2,0,1,1,1,0,0,95,2017,7,11,4,0,0,0,94.5,0,0
1,0,1,1,0,0,0,102,2017,4,4,3,0,0,0,69.5499192019116,0,0
2,0,0,3,1,0,0,324,2018,7,20,3,0,0,0,68.80801194024905,0,0
2,0,0,3,0,0,0,78,2018,3,23,4,0,0,0,90.6689257780159,0,0
2,0,0,2,0,0,0,145,2018,5,21,3,0,0,0,105.59753816269411,0,0
2,0,1,4,0,0,0,165,2018,6,30,3,0,0,0,73.75565136574052,1,0
1,0,2,2,1,0,1,25,2018,5,11,4,0,0,0,125.52728392659749,0,0
2,0,0,3,0,0,4,178,2018,8,15,4,0,0,0,194.64250792856296,0,0
1,0,0,1,0,0,0,300,2017,10,17,4,0,0,0,51.6448810591133,0,0
3,0,1,2,0,0,0,99,2018,5,1,4,0,0,0,132.20863207824317,0,0
1,0,1,2,0,0,0,59,2018,3,24,4,0,0,0,89.04562153403518,0,0
2,0,1,1,0,0,0,261,2018,10,17,4,0,0,0,157.26284573922746,2,0
2,0,0,3,0,0,0,103,2018,5,3,4,0,0,0,111.91039860876613,0,0
2,0,1,4,0,0,2,156,2018,6,5,4,0,0,0,116.75991788947898,1,0
1,0,1,0,0,0,2,88,2018,10,2,4,0,0,0,132.6960554423611,1,0
2,0,0,1,0,0,0,24,2018,3,18,4,0,0,0,90.93097131401586,0,0
2,0,1,1,2,0,0,82,2018,7,13,4,0,0,0,106.89893606284197,1,0
2,0,1,1,0,0,2,49,2018,9,15,4,0,0,0,157.17825473223172,0,0
2,0,0,2,3,0,0,9,2018,2,11,4,0,0,0,79.0,0,0
1,0,5,13,0,0,2,31,2017,4,3,4,0,0,0,99.90657245125475,1,0
1,0,1,2,0,0,0,59,2018,11,21,4,0,0,0,71.46211878917772,0,0
2,0,1,4,0,0,3,95,2018,9,7,4,0,0,0,163.0985967095167,0,0
2,0,0,1,0,0,2,101,2018,9,27,4,0,0,0,104.99830226218651,0,0
1,0,0,1,0,0,2,17,2018,3,15,4,0,0,0,140.94617667242946,0,0
2,0,1,3,0,0,0,3,2017,8,17,2,0,0,0,119.30955316940265,0,0
3,0,0,1,0,0,3,32,2018,3,25,4,0,0,0,159.3,0,0
2,0,0,1,0,0,1,40,2018,6,7,4,0,0,0,150.08716807800317,0,0
2,0,1,2,1,0,0,116,2017,9,20,4,0,0,0,95.17729761139277,0,0
2,0,0,1,0,0,2,198,2018,10,17,4,0,0,0,139.89495600085144,0,0
2,0,0,3,0,0,0,2,2018,11,22,2,0,0,0,77.1420265916836,0,0
2,0,0,2,0,0,0,307,2018,11,3,4,0,0,0,89.81334849570504,0,0
2,0,1,3,0,0,3,158,2018,8,28,4,0,0,0,133.68545084005373,1,0
2,0,0,1,2,0,0,88,2018,12,5,4,0,0,0,88.35865113911981,0,0
2,0,0,3,0,0,3,120,2018,4,5,4,0,0,0,94.80069322618922,0,0
2,0,2,4,0,0,3,180,2018,8,10,4,0,0,0,112.2,1,0
2,1,0,3,0,0,0,34,2018,8,26,4,0,0,0,150.4075715000896,0,0
2,0,0,3,0,0,2,203,2018,8,8,4,0,0,0,98.82381118576743,0,0
2,0,0,1,3,0,0,3,2018,3,22,4,0,0,0,88.89953396677673,0,0
1,0,0,2,0,0,3,66,2018,6,19,4,0,0,0,126.1448448679569,0,0
1,0,1,3,0,0,0,173,2017,7,19,4,0,0,0,76.74740364788441,0,0
2,2,2,0,0,0,5,56,2018,3,19,4,0,0,0,179.72982538677036,0,0
2,0,1,1,0,0,4,94,2018,5,13,4,0,0,0,203.7123390002686,0,0
2,0,1,6,2,0,0,120,2018,4,30,4,0,0,0,109.80069098223981,0,0
2,0,2,1,0,0,0,228,2018,9,29,4,0,0,0,93.0806789173659,0,0
2,0,1,2,2,0,0,107,2018,5,6,4,0,0,0,94.46222731071343,0,0
2,0,1,2,0,0,0,132,2018,7,28,4,0,0,0,96.33871558264036,0,0
2,0,0,3,0,0,1,160,2018,7,6,4,0,0,0,130.7611079859681,1,0
1,0,0,2,0,0,0,64,2018,11,18,4,0,0,0,86.4,1,0
1,0,1,2,0,0,0,114,2018,6,2,3,0,0,0,75.0,0,0
2,0,3,4,0,0,0,228,2018,10,13,4,0,0,0,107.61503572175147,0,0
2,0,0,3,0,0,0,208,2017,11,1,3,0,0,0,72.28151682624988,0,0
2,0,0,3,0,0,0,144,2018,8,22,4,0,0,0,129.80369772118186,1,0
2,2,0,1,0,0,5,206,2018,8,4,4,0,0,0,170.64273957892783,1,0
2,0,0,2,0,0,0,177,2018,6,3,3,0,0,0,100.0,0,0
2,0,1,0,0,0,3,50,2018,7,10,4,0,0,0,142.12852168996056,0,0
3,0,0,2,0,0,3,56,2018,8,16,4,0,0,0,168.3,0,0
2,0,0,0,0,0,0,156,2018,7,25,4,0,0,0,105.3,0,0
2,0,1,3,0,0,0,107,2018,8,14,4,0,0,0,152.95861024506584,0,0
2,0,0,2,0,0,0,115,2017,9,18,4,0,0,0,94.58382858044799,0,0
2,0,1,1,3,0,0,34,2018,2,14,4,0,0,0,69.52849370572626,0,0
2,0,2,5,0,0,0,69,2017,7,22,4,0,0,0,76.5,1,0
2,0,0,2,1,0,0,119,2018,5,6,4,0,0,0,96.81673991424233,0,0
2,0,1,1,1,0,0,166,2018,8,6,4,0,0,0,104.14223326017888,0,0
2,0,1,4,0,0,0,101,2018,6,4,4,0,0,0,113.77638692355148,0,0
1,0,1,3,0,0,0,155,2018,7,11,4,0,0,0,101.58,0,0
2,0,2,4,0,0,0,156,2018,7,15,4,0,0,0,107.25424500294905,0,0
1,0,0,3,0,0,0,21,2018,4,31,4,0,0,0,138.94067935027317,0,0
2,0,3,5,0,0,3,27,2018,6,12,4,0,0,0,131.9651086322252,0,0
2,0,0,4,1,0,0,295,2018,9,21,3,0,0,0,117.0,1,0
1,0,1,1,0,0,0,93,2018,9,14,3,0,0,0,113.80954753746104,0,0
2,0,0,3,2,0,0,345,2018,12,26,4,0,0,0,73.03767648221572,0,0
1,0,0,1,3,0,0,72,2018,7,6,4,0,0,0,107.1,0,0
1,0,0,3,0,0,0,271,2018,9,21,3,0,0,0,95.0,0,0
2,0,0,2,1,0,0,161,2018,7,2,4,0,0,0,95.63174140649052,0,0
2,0,0,1,0,0,0,304,2018,8,30,3,0,0,0,114.07418162964971,1,0
2,0,0,2,0,0,3,56,2018,9,1,4,0,0,0,123.3,1,0
2,0,0,1,0,0,3,38,2018,5,19,4,0,0,0,140.4,0,0
2,0,0,2,0,0,0,114,2018,11,19,4,0,0,0,89.46894994416401,1,0
2,0,2,3,3,0,0,108,2018,4,28,4,0,0,0,88.05191551771821,0,0
1,0,1,0,0,0,0,163,2018,10,15,3,0,0,0,115.0,0,0
2,0,0,0,0,0,0,77,2018,7,6,4,0,0,0,117.78619310914141,0,0
2,0,0,2,0,0,3,44,2018,7,30,4,0,0,0,157.85437650087772,0,0
2,0,0,1,3,0,0,35,2018,2,12,4,0,0,0,67.5,0,0
2,0,1,4,0,0,0,189,2018,6,7,4,0,0,0,99.76032289998474,0,0
2,1,0,3,0,0,4,95,2018,4,27,4,0,0,0,179.86889798014838,0,0
2,0,1,2,3,0,0,261,2018,12,12,4,0,0,0,65.58978633116902,0,0
2,0,1,2,0,0,0,67,2018,4,24,4,0,0,0,107.84261712361062,0,0
2,0,1,2,0,0,0,18,2017,8,10,4,0,0,0,117.47132461892846,0,0
2,0,1,2,0,0,3,136,2018,8,29,4,0,0,0,135.8997476086751,0,0
1,0,0,3,0,0,0,25,2018,9,17,4,0,0,0,133.56352401003744,0,0
2,0,0,3,2,0,0,236,2018,8,10,4,0,0,0,81.40214061592596,0,0
2,0,0,1,0,0,0,20,2018,2,5,4,0,0,0,91.0,0,0
1,0,0,2,0,0,0,26,2018,11,16,2,0,0,0,77.65532792935015,0,0
1,0,2,3,0,0,0,118,2017,9,13,3,0,0,0,68.0,0,0
2,0,1,2,0,0,0,34,2018,8,9,4,0,0,0,135.9,0,0
1,0,0,2,2,0,0,228,2018,12,8,4,0,0,0,69.25676044307492,0,0
2,0,1,4,0,0,0,180,2017,7,1,4,0,0,0,111.52837571625764,0,0
2,0,0,2,0,0,2,12,2018,2,2,4,0,0,0,109.28910006589274,0,0
1,0,2,3,0,0,3,28,2018,2,5,4,0,0,0,101.23914842381593,0,0
2,0,0,1,0,0,0,28,2018,6,21,4,0,0,0,140.32607042430635,0,0
2,0,1,1,3,0,0,21,2018,8,19,4,0,0,0,129.0,0,0
2,0,0,3,2,0,0,237,2018,8,9,4,0,0,0,81.15216847422514,0,0
2,0,1,2,0,0,3,51,2018,9,1,4,0,0,0,123.3,0,0
2,0,1,2,0,0,3,156,2018,5,29,4,0,0,0,121.53459092930625,1,0
3,0,2,1,0,0,0,77,2018,5,15,4,0,0,0,150.54121361761472,1,0
2,0,2,1,0,0,0,178,2018,8,24,4,0,0,0,121.61383042604,1,0
2,0,0,2,0,0,2,85,2017,4,7,3,0,0,0,99.31758922659813,0,0
2,0,0,2,2,0,0,29,2018,4,10,4,0,0,0,97.90754003962745,0,0
2,0,1,0,0,0,0,77,2018,7,18,3,0,0,0,104.2062650937344,0,0
2,0,1,2,0,0,3,166,2018,9,1,4,0,0,0,121.32623174672082,0,0
2,0,0,1,3,0,0,40,2018,5,26,4,0,0,0,99.08685626475535,1,0
2,0,0,1,2,0,0,218,2018,7,28,4,0,0,0,116.51807181546131,1,0
2,0,1,3,0,0,1,36,2018,8,1,4,0,0,0,137.620358300351,0,0
2,0,0,1,1,0,0,61,2018,7,10,4,0,0,0,125.87378896462472,0,0
1,0,0,1,0,0,0,40,2017,6,20,3,0,0,0,76.90544292876505,0,0
1,0,2,5,2,0,0,140,2018,8,19,4,0,0,0,118.69424224580425,0,0
2,0,0,2,0,0,3,38,2018,8,16,4,0,0,0,150.2211526917349,0,0
1,0,3,7,0,0,0,34,2018,2,19,3,0,0,0,83.94036197176902,0,0
