lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
56,0,79.25309210646773,10,20,4,2,1,3,0,0
46,0,247.30852985635804,6,17,4,2,0,0,3,0
5,0,166.68748227453727,8,18,4,1,1,0,0,0
122,0,88.31636278681553,6,24,3,1,1,0,0,0
101,0,80.0,4,4,3,2,1,0,0,0
132,0,122.2764563278723,9,31,4,3,1,0,3,0
65,0,121.5,7,23,4,3,2,0,0,0
38,0,88.54952570411412,3,23,4,1,0,3,0,0
18,0,117.99540425473892,8,19,3,0,0,0,0,0
60,0,177.3,7,14,4,2,0,0,5,0
132,0,104.9727008160794,6,2,4,3,0,1,0,0
132,0,118.81009251257727,9,3,4,1,2,2,0,0
51,0,88.67905783826139,11,2,4,3,1,1,0,0
13,0,137.73244378270115,3,6,4,3,1,0,0,0
122,1,79.2,11,4,4,1,0,3,0,0
256,2,94.47871615756415,9,22,4,2,1,0,0,0
270,1,108.99503025072636,9,28,4,2,0,0,3,0
228,0,67.73597824536887,11,8,4,1,0,2,0,0
18,0,170.43967969400927,3,25,4,2,1,0,0,0
83,0,139.972592158328,5,25,4,2,0,0,3,0
94,0,131.4,8,24,4,4,1,0,3,0
17,0,97.0,3,11,4,2,0,3,0,0
187,0,84.32745981399825,6,5,3,2,0,0,0,0
156,0,282.0337358876977,7,12,3,2,0,0,3,0
57,0,154.8342851257498,6,3,4,1,0,0,3,0
99,0,94.71546791661525,7,25,3,3,1,2,0,0
185,0,123.02630099339144,10,3,4,1,0,0,3,0
120,0,127.37138791289803,8,14,4,3,1,0,1,0
50,1,79.2,11,22,4,2,1,3,0,0
215,1,96.3,8,7,4,1,0,0,0,0
157,0,126.87150792206972,9,16,4,1,0,0,0,0
71,0,105.97416507441187,5,10,4,2,0,1,0,0
63,0,132.51810387746073,10,19,4,2,0,0,2,0
84,0,177.74855366785553,4,26,4,2,1,0,5,0
160,0,104.21963541523336,8,6,4,1,0,1,0,0
201,0,80.75,8,3,4,4,1,3,0,0
21,0,158.37456111683227,7,1,4,2,0,0,3,0
41,0,105.39987109572223,10,2,4,2,0,0,0,0
156,1,147.42557855619373,7,6,4,3,0,0,2,0
82,0,100.5075011254854,3,24,4,2,1,0,3,0
78,0,105.56126485044727,11,26,3,2,1,0,2,0
150,0,172.41181853723654,7,6,4,3,1,0,0,0
170,0,111.81514542558891,8,29,4,5,2,0,0,0
99,1,166.71453699170578,8,7,4,2,1,0,3,0
63,0,75.8548505647854,2,29,4,3,1,1,0,0
46,0,123.3,6,29,4,3,1,0,3,0
17,0,134.082677306112,10,6,4,2,0,3,0,0
176,0,142.86179260178935,8,15,4,2,0,0,0,0
200,0,86.55398455100503,7,20,4,0,0,0,1,0
24,0,123.8146119640324,9,18,4,1,1,0,0,0
225,0,71.21300815253,11,20,4,1,0,0,0,0
99,0,66.96489529069387,5,3,3,2,0,0,0,0
35,0,116.83336517408077,7,26,4,2,1,0,0,0
7,1,140.0,10,16,4,4,1,3,0,0
247,0,159.9703322081657,9,27,4,1,0,0,1,0
187,1,122.8697062315415,8,10,4,3,1,0,0,0
54,0,86.88229751204553,9,11,3,1,2,1,0,0
83,0,138.97928277439237,7,12,4,3,0,0,3,0
178,0,127.55957791895369,7,29,4,4,0,0,1,0
148,0,96.39470038196316,8,25,3,1,2,0,0,0
35,0,101.77689956102805,11,26,4,3,1,0,0,0
279,0,73.49741489228444,8,4,3,2,0,0,0,0
28,0,80.02369571223348,2,3,4,2,0,0,0,0
139,0,151.2,10,7,4,1,1,0,3,0
153,0,96.20110362267883,8,25,4,2,1,0,0,0
123,1,138.66732093871366,7,21,4,6,2,0,3,0
50,0,67.5,2,25,4,2,0,3,0,0
121,0,79.2,11,15,4,2,0,3,0,0
38,0,150.3,6,2,4,2,1,0,3,0
44,0,96.62403161519951,7,27,4,0,1,3,0,0
171,0,105.3,8,2,4,1,0,0,0,0
303,1,114.29199429174842,8,30,3,1,0,0,0,0
61,0,139.970610982174,6,17,3,4,1,0,3,0
10,0,154.8120602743714,9,4,4,1,1,0,3,0
48,0,89.82094607697147,9,6,4,3,0,2,0,0
105,0,76.5,7,17,4,2,0,0,0,0
124,1,105.35014806435166,11,25,4,3,0,0,3,0
207,0,96.1675789947701,10,21,4,3,1,0,0,0
204,0,142.05652246809765,9,6,4,1,0,0,1,0
144,1,130.48813737047328,8,22,4,3,0,0,1,0
64,0,149.4,9,16,4,1,0,0,3,0
27,0,139.16365239889606,8,22,4,1,1,2,0,0
156,0,163.77494094175373,8,1,4,2,1,0,1,0
112,0,115.04622222490039,11,25,4,3,0,0,3,0
12,0,130.55029215545719,4,25,4,0,1,0,0,0
52,0,131.25593259044618,8,9,4,0,1,0,0,0
109,0,130.176125980677,8,1,4,3,0,0,0,0
83,0,160.16017191914565,7,27,4,1,1,0,3,0
249,2,117.36511867554907,9,20,4,0,0,0,0,0
313,0,92.03226451372107,11,1,4,3,0,0,2,0
82,0,124.58458721993675,7,23,4,1,2,0,0,0
49,0,91.13369824508818,8,7,4,1,0,3,0,0
26,0,77.40598992713896,11,14,2,2,0,0,1,0
250,1,82.63833731342307,12,30,4,2,2,0,0,0
43,0,76.20804835268707,11,8,4,2,0,3,0,0
248,0,98.50068225018231,9,26,3,4,1,0,0,0
0,0,161.10554767956958,5,26,4,1,0,0,1,0
169,0,62.910214752183165,7,21,4,2,1,3,0,0
103,0,114.0212650941926,9,5,3,2,0,0,0,0
235,1,245.64554502005555,11,30,4,1,1,0,3,0
212,0,80.74819609293635,8,10,4,2,1,2,0,0
82,0,93.8744363100595,3,24,4,2,1,0,3,0
175,0,104.16853606280628,9,29,4,1,1,2,0,0
10,1,136.10872224370985,8,12,4,4,2,0,0,0
13,1,84.8623204193072,8,27,4,4,1,0,0,0
247,0,114.4997332974026,6,6,3,1,1,1,0,0
319,0,115.70624370404553,8,17,3,2,0,0,0,0
104,0,80.75,5,29,3,1,2,0,0,0
70,0,79.05,3,16,4,4,1,0,0,0
11,0,94.11413186536784,3,10,4,0,0,0,0,0
95,0,111.61886326237217,5,21,4,1,1,0,0,0
87,0,98.43147816973972,6,9,3,2,0,0,0,0
24,0,118.81160583199778,7,15,4,1,0,0,0,0
199,0,129.23906912985316,8,16,4,6,2,0,0,0
37,0,113.55616290568122,7,26,4,1,1,1,0,0
15,0,116.48732125622642,8,10,4,2,1,0,0,0
234,0,90.23174858621122,8,11,4,2,1,0,0,0
17,0,141.5514740814379,4,15,4,2,0,0,2,0
1,0,107.5385427880635,11,23,3,1,1,0,0,0
147,0,235.7100692401807,8,14,4,2,1,1,5,0
19,0,79.0,2,23,4,3,0,3,0,0
131,0,114.3,8,7,4,4,0,0,0,0
77,0,88.83,3,23,4,3,0,0,0,0
47,0,79.2,11,11,4,1,1,3,0,0
85,0,134.1,8,14,4,0,1,0,0,0
63,0,138.4015966370165,6,25,4,2,0,0,3,0
152,0,94.65497374427797,9,23,4,2,1,1,0,0
102,1,118.98750519735192,11,8,4,1,1,0,2,0
45,0,195.82814141413763,5,11,4,2,0,0,5,0
43,0,86.4,10,6,4,1,0,0,0,0
317,0,72.84667600888046,7,14,3,3,0,0,0,0
183,0,97.27005629724776,10,12,4,1,0,2,0,0
97,0,94.20637692990904,5,10,3,2,2,0,1,0
65,0,90.68165565088694,4,1,4,1,0,0,0,0
30,0,95.7491103179814,4,13,4,1,0,3,0,0
284,0,57.240386424099675,8,15,4,3,2,0,0,0
63,0,70.94969105694415,3,9,4,11,4,3,0,0
87,0,72.16498832185466,3,2,4,1,1,3,0,0
103,0,108.0,10,6,4,4,1,3,0,0
116,1,72.25,12,24,4,3,0,0,0,0
252,0,102.13315906548632,9,29,3,2,1,0,1,0
386,0,90.0,10,23,3,0,2,1,0,0
122,0,62.78660704733721,5,20,3,1,0,0,0,0
301,1,73.43734509195995,11,6,4,3,0,0,0,0
286,0,117.0,9,16,3,2,0,1,0,0
84,0,90.82689028713038,4,8,3,1,1,0,0,0
145,1,106.38249738217992,9,10,4,0,1,3,0,0
15,0,103.03664624783046,3,11,4,1,2,0,0,0
38,0,112.8340878461342,8,26,4,1,1,2,0,0
5,0,176.9879544090875,9,10,4,2,1,0,3,0
18,0,156.0,5,2,4,3,0,0,3,0
30,0,98.1,5,24,4,1,0,3,0,0
175,1,121.2931517674045,8,10,3,2,0,0,0,0
0,0,161.06263825178817,6,18,2,1,0,1,0,0
37,0,93.22797919635299,3,1,4,3,0,0,3,0
20,0,85.0,3,4,4,1,0,0,0,0
77,0,135.8254309362023,4,12,4,3,0,0,3,0
25,0,136.66787495956714,4,21,4,1,1,0,1,0
213,0,81.40768919890314,7,11,4,3,0,0,0,0
143,0,142.3225344120318,8,19,4,4,1,0,3,0
90,0,116.1,5,19,4,1,1,3,0,0
80,0,95.76395687956169,4,1,4,2,0,0,3,0
76,0,106.11089611241661,3,26,4,2,0,0,0,0
68,0,121.5,7,24,4,1,1,0,0,0
128,0,90.0,11,24,4,1,1,0,0,0
87,0,85.11868002880355,4,3,4,0,2,2,0,0
224,1,121.07002146618247,10,29,4,2,2,0,0,0
133,0,57.113536274554235,6,19,4,3,0,2,0,0
30,0,210.80826211897394,6,17,4,3,0,0,3,0
15,0,91.79575717495473,2,14,4,2,0,0,0,0
275,0,77.73182150102375,10,3,4,2,0,0,0,0
157,1,114.43374770527531,5,23,4,2,0,0,2,0
152,1,146.88902595338465,8,13,4,1,1,0,3,0
228,0,72.3485154920897,5,5,4,1,0,0,0,0
39,1,67.5,2,14,4,0,1,1,0,0
201,1,127.7285885726001,8,8,4,3,0,0,0,0
95,0,136.529459836145,8,15,4,3,0,0,1,0
86,1,123.43666172371769,10,22,4,3,2,0,0,0
186,0,112.10718287593988,7,28,4,1,1,0,1,0
48,1,133.2604012954784,7,26,4,3,1,0,3,0
191,1,121.5,8,9,4,2,0,0,0,0
106,0,131.89125088858387,8,25,4,2,0,0,3,0
136,1,154.77569959420595,9,29,4,2,1,0,3,0
13,1,202.556628452366,8,14,4,2,0,0,4,0
147,0,130.2742002557844,6,9,4,3,0,0,3,0
229,0,84.75948033114183,8,2,4,2,0,2,0,0
26,0,74.43112709238476,11,22,4,3,0,0,0,0
52,0,157.69530830334742,10,17,4,0,1,0,3,0
101,0,102.467582093281,9,15,4,2,0,0,0,0
19,0,111.3034082034532,3,3,4,1,0,0,2,0
174,0,129.7079104800445,7,25,3,1,0,0,0,0
36,0,149.52452154794577,4,27,4,4,0,0,3,0
196,0,86.86961902926478,8,6,4,1,1,2,0,0
63,0,159.3,6,8,4,2,0,0,3,0
26,1,151.3163665686798,7,22,4,2,1,0,0,0
7,0,89.0,3,20,4,1,0,3,0,0
53,0,249.6423056721952,9,20,4,3,0,0,6,0
119,0,104.32749930707631,10,26,4,2,0,0,3,0
103,0,118.22037665725412,6,3,4,3,0,0,1,0
58,0,94.85620618089266,5,25,4,0,1,3,0,0
49,0,79.7996911780425,3,2,4,1,0,2,0,0
192,1,107.14155386499318,9,4,4,3,0,0,0,0
205,0,120.53691336868437,8,27,3,3,0,0,0,0
29,0,190.07672103024615,6,5,4,2,0,0,4,0
93,1,268.2343367202003,7,21,4,2,1,0,6,0
9,0,111.36262226278214,5,30,4,1,0,0,0,0
105,0,75.98045474533725,8,9,3,2,0,0,0,0
160,0,145.08167609989502,8,16,3,1,1,0,0,0
152,0,103.54714127488866,7,28,4,1,0,2,0,0
41,0,172.80202561922604,5,22,4,1,0,0,5,0
35,0,111.71423469040053,8,28,4,2,1,0,0,0
78,0,105.460537027221,11,26,4,2,1,0,2,0
5,0,91.17795107173868,2,11,4,2,0,0,0,0
111,0,119.83349926221968,9,9,3,0,1,0,0,0
12,0,130.25242018844338,4,24,4,0,1,0,0,0
5,0,186.8997909802677,7,12,4,2,0,0,3,0
268,0,105.10930129785606,9,30,3,0,1,0,0,0
193,0,108.9,9,1,4,2,0,0,0,0
15,0,176.1631411705016,4,19,4,1,0,0,1,0
13,1,202.55962844037282,8,15,4,2,0,0,4,0
74,0,128.01793022870473,6,7,4,1,0,0,1,0
4,0,95.88685347484956,5,13,4,0,0,2,0,0
44,0,78.1026424580773,3,12,4,3,2,0,0,0
89,0,102.40113809346916,10,17,4,2,0,0,1,0
49,0,99.09793283532551,3,23,4,2,0,0,0,0
177,0,113.16882512411314,8,30,4,2,1,0,0,0
241,0,128.7,10,28,4,2,0,0,0,0
2,0,139.40822182258825,7,19,4,1,0,1,0,0
30,0,88.0,11,26,4,1,1,3,0,0
53,0,123.3,4,2,4,1,0,0,3,0
86,0,120.34822090518188,7,9,4,2,0,0,0,0
56,0,123.2735949085507,3,29,4,3,0,0,3,0
122,0,108.09737530463453,3,27,3,1,1,0,0,0
64,0,68.0,7,1,4,3,0,0,0,0
29,0,73.42,2,20,4,4,2,0,0,0
6,0,131.65545483842558,8,14,4,2,1,0,0,0
109,0,61.965865773914594,8,5,4,2,0,1,0,0
123,0,114.72781717358183,8,6,4,1,1,0,0,0
153,0,118.8,10,16,4,2,1,0,0,0
7,0,168.09921984718812,7,18,4,0,0,0,0,0
61,0,139.44601643353175,5,26,4,2,1,0,3,0
123,0,89.92,3,30,4,3,0,0,1,0
49,0,115.2103187351346,9,5,4,1,1,0,2,0
24,0,144.54401444358862,4,28,4,2,0,0,3,0
37,0,131.69907891966596,3,18,4,1,0,0,3,0
114,0,124.29788789221975,6,17,4,3,0,0,1,0
190,0,88.07097380327825,7,25,4,4,1,0,0,0
38,0,82.06489684154326,2,6,4,3,0,0,0,0
38,0,157.06907329537103,7,25,4,2,0,0,3,0
124,0,74.11492999272244,12,8,4,3,0,2,0,0
82,0,121.5734667689778,4,16,4,2,1,0,2,0
155,2,121.84435145972446,7,28,4,4,1,0,3,0
41,0,98.77505672686812,5,27,4,0,1,2,0,0
112,0,89.15050650123513,11,6,3,1,0,0,0,0
1,0,83.18910621220927,2,25,3,1,0,0,0,0
73,0,127.37857582141746,4,6,4,1,0,0,0,0
242,0,104.67059748668744,8,9,4,2,0,2,0,0
123,1,157.74549253018444,11,24,4,3,1,0,4,0
176,0,159.32232910979133,8,28,4,1,1,0,2,0
22,0,109.5258344157152,2,26,2,1,0,0,3,0
102,0,138.09848736570936,6,17,4,3,1,0,1,0
20,0,166.64161999871442,4,27,4,0,0,0,3,0
137,0,102.91652152702869,5,28,4,4,0,0,2,0
195,1,108.9100311468878,9,2,4,1,2,0,0,0
1,0,118.16811293450837,4,10,4,2,0,0,0,0
13,0,151.7189151781948,6,1,4,1,0,0,1,0
89,0,89.34254604122205,9,12,3,1,1,0,0,0
156,0,103.45405874921445,8,21,4,1,2,2,0,0
73,0,108.7280767880052,10,30,3,0,1,0,0,0
160,0,107.0600554711009,7,6,4,4,2,0,0,0
99,0,123.5185082196192,8,13,4,1,1,1,0,0
230,0,137.0,9,6,3,5,0,0,0,0
86,0,100.0,9,9,2,1,0,0,0,0
120,0,111.27683764451805,12,24,4,1,1,0,0,0
34,1,109.0,10,28,4,1,0,3,0,0
3,0,120.05447389682124,8,17,2,2,1,0,0,0
143,0,95.93919970344064,6,25,4,1,2,0,0,0
50,0,125.85198195114135,10,25,4,1,0,0,2,0
66,0,117.72231751504633,4,8,4,2,0,1,1,0
88,0,97.71101861410807,4,13,4,3,0,0,1,0
72,0,78.02230766816753,3,19,4,1,0,0,1,0
3,0,55.21471337150429,2,28,3,1,1,0,0,0
272,0,91.36785775174684,6,26,4,2,1,0,0,0
52,0,94.20842150409462,8,18,4,1,1,2,0,0
39,0,121.70366346971717,3,22,4,2,0,0,2,0
91,0,140.4,5,13,4,2,1,0,3,0
202,1,127.46009976522281,8,23,4,3,2,0,3,0
115,0,79.43279788577604,6,11,4,1,1,0,1,0
119,0,85.59899816045665,6,28,4,4,1,3,0,0
76,0,76.5,7,6,4,3,1,0,0,0
199,0,83.54030731905002,7,25,4,3,1,3,0,0
66,0,72.08232987470019,4,26,3,0,1,0,0,0
309,0,100.98839488642872,5,12,3,2,0,0,0,0
114,1,73.16880143894952,11,23,4,2,0,0,0,0
47,0,133.4830091620057,6,4,4,1,0,0,0,0
85,0,50.28867818871723,7,10,4,2,0,0,0,0
377,1,114.0122800651346,10,14,4,2,0,1,0,0
75,0,89.36091860654871,10,27,4,0,0,1,0,0
25,0,183.94936953586674,7,25,4,2,0,0,3,0
30,0,87.49364801643857,11,25,4,1,2,2,0,0
71,0,127.16231815321645,5,8,4,1,0,0,0,0
151,2,226.15486008213685,8,27,4,2,2,1,5,0
148,1,76.5,7,9,4,1,0,0,0,0
33,0,135.9,8,8,4,2,1,0,0,0
4,0,156.0,5,18,4,2,0,0,3,0
156,1,121.12041207063443,6,14,3,2,0,0,0,0
161,0,200.79002260631884,6,25,4,2,0,0,5,0
57,0,111.96080500467801,3,21,4,2,1,0,2,0
51,0,95.3891874405421,4,11,4,3,0,2,0,0
91,0,117.92129891381184,6,18,4,1,1,1,0,0
42,0,98.39510543968761,7,27,4,0,1,3,0,0
187,1,119.48092693585538,8,9,4,2,0,0,2,0
50,0,99.69821380927948,6,29,4,3,0,2,0,0
32,0,135.00791185993168,9,8,4,2,1,0,0,0
170,1,104.27881323045946,7,23,4,3,2,0,3,0
165,0,91.78919449480264,7,7,4,3,1,0,0,0
28,0,211.95224356896577,6,19,4,2,0,0,5,0
50,0,73.12204906651115,1,29,4,1,1,0,0,0
128,0,116.28787129415876,5,9,4,1,1,2,0,0
20,0,143.9716411177208,8,6,4,3,0,0,0,0
84,0,66.86660743174623,4,11,4,5,1,0,0,0
27,0,217.91899324875436,9,16,4,1,1,0,5,0
94,0,86.40996894946176,9,21,3,2,0,0,0,0
159,0,76.23223455933449,10,13,4,3,1,3,0,0
52,0,134.98040071789208,7,5,4,2,1,0,0,0
6,0,105.70200686131093,2,4,4,1,0,0,2,0
193,1,90.9,10,18,4,3,0,0,0,0
22,0,135.39978138893804,3,23,4,1,0,0,0,0
109,0,150.27927394916364,8,19,4,2,0,0,3,0
380,0,91.18097381534794,10,24,3,1,1,0,0,0
115,0,72.25,11,24,3,3,0,0,0,0
117,0,124.54288750516264,10,26,4,2,1,0,2,0
284,0,66.37791337567113,11,12,4,0,1,2,0,0
7,0,160.43171309442823,3,24,4,3,2,0,3,0
35,0,71.84910010927423,2,11,4,1,0,0,0,0
119,0,103.19165367643167,11,24,4,1,0,0,3,0
30,0,195.56305367022188,8,24,4,2,2,0,5,0
27,0,105.95423423152177,6,12,4,2,2,2,0,0
93,0,122.36568379132349,7,28,3,2,0,0,3,0
226,0,107.21355216154002,9,17,4,3,1,0,0,0
11,0,160.0,8,23,4,0,0,0,0,0
154,0,186.3,8,17,4,1,0,0,5,0
14,0,89.0,6,23,4,0,0,3,0,0
209,0,87.02339589641419,9,7,4,3,1,0,0,0
129,0,134.51077651863375,7,27,4,5,1,0,3,0
113,0,107.2614826185665,6,17,4,2,0,0,0,0
98,1,85.12217379297458,4,9,3,2,1,0,0,0
187,1,85.92952282773525,6,6,4,2,0,0,0,0
186,0,87.3995016415045,7,7,4,2,0,0,0,0
26,0,145.06313382810336,4,28,4,2,0,0,3,0
190,1,105.3,9,29,4,1,2,0,0,0
26,0,160.3279651025131,5,17,4,3,1,0,3,0
73,0,107.61881788524569,5,7,4,2,1,1,1,0
19,0,118.15,9,19,3,0,1,0,0,0
60,0,132.63883473237598,7,4,4,1,1,0,0,0
6,0,93.1966932265746,3,2,4,1,0,0,0,0
36,0,137.54785137763233,4,10,4,1,1,0,0,0
1,0,73.05839981406844,8,14,4,1,1,0,0,0
193,0,102.19291729085167,8,22,3,2,1,0,0,0
30,0,85.47643113645957,8,11,3,1,1,0,0,0
11,0,119.61622606964437,10,8,4,1,0,1,0,0
183,1,105.3,8,8,4,1,0,0,0,0
148,0,96.63934888269448,7,19,3,1,1,0,0,0
176,0,103.96106354059854,8,30,4,2,0,1,0,0
7,0,158.86808507513564,4,8,4,3,1,0,3,0
31,0,88.0,11,26,4,1,0,3,0,0
38,0,75.70296409139172,2,21,4,1,0,0,0,0
3,0,148.725310037643,2,25,4,7,3,1,3,0
272,0,90.38225632486261,7,28,4,2,2,0,0,0
149,0,104.31441281802785,10,27,4,3,1,0,3,0
178,0,92.87681794473582,8,23,4,3,0,1,0,0
90,0,99.83392377271409,4,12,4,3,0,0,3,0
64,0,167.791227016871,5,8,4,3,2,0,4,0
203,0,98.85036212771097,8,8,3,3,0,0,2,0
5,0,138.57588168593298,7,27,4,1,0,3,0,0
0,0,95.0,5,22,0,2,0,0,0,0
50,1,81.38957996792813,2,20,4,3,1,0,1,0
23,0,114.82434322341909,5,15,4,1,0,0,0,0
90,0,91.15315939607628,4,14,4,5,1,0,0,0
185,1,89.76157881593485,7,5,4,3,0,0,0,0
247,0,76.94298060445797,11,24,4,2,1,0,0,0
65,0,70.10476455215334,7,9,4,2,0,0,0,0
149,0,104.34145403540612,10,27,4,3,0,0,3,0
3,0,79.91153092482884,8,22,3,3,2,0,0,0
386,1,115.0,10,23,3,0,2,1,0,0
59,0,148.180119426896,11,16,4,2,1,0,4,0
107,0,94.42653239011176,6,9,4,4,2,3,0,0
53,0,118.12751440509399,5,5,4,2,0,0,0,0
141,0,124.42861008667495,7,15,4,4,0,0,3,0
2,0,94.08086520856128,3,27,2,3,1,1,0,0
57,0,125.75640436797048,6,3,4,1,0,0,3,0
234,0,103.51731336946774,9,12,4,4,0,0,0,0
277,0,93.31514899060029,9,19,4,2,1,0,0,0
92,1,67.27320386872253,7,5,3,2,0,0,0,0
204,0,81.69369108339428,7,12,4,5,2,1,0,0
5,0,151.0,8,8,4,2,0,0,0,0
111,0,119.72796484813725,9,9,3,0,1,0,0,0
206,1,126.9,9,8,4,3,0,0,0,0
86,0,143.39503753456168,4,27,4,3,1,0,3,0
129,0,131.32503097030855,9,10,4,3,0,0,1,0
55,0,141.16699278605068,5,9,4,1,0,0,3,0
226,0,120.69251857610739,10,29,4,3,2,0,1,0
46,0,209.17523731288668,6,20,4,3,1,0,5,0
186,1,151.9698174034387,9,10,3,4,1,1,0,0
225,0,71.76556026377975,11,28,4,3,1,2,0,0
117,0,94.5,8,1,3,1,2,1,0,0
149,0,106.48372707361976,7,12,4,6,2,2,0,0
62,0,140.4,4,29,4,1,1,0,3,0
188,0,67.75416126797967,7,7,4,0,1,0,0,0
51,0,116.41260342747347,4,27,4,2,1,0,1,0
103,0,76.37318439908492,4,5,3,1,0,0,0,0
83,0,139.7457733052892,6,25,4,2,0,0,3,0
81,0,133.4201063925719,5,21,4,2,2,0,2,0
9,0,84.43785440802803,2,12,4,1,1,0,0,0
174,0,111.52599933073722,8,6,3,5,0,0,1,0
91,0,135.40812270543603,8,3,4,1,0,0,0,0
239,0,106.339768845389,6,9,4,3,0,0,0,0
2,1,167.51129906241428,10,17,4,2,0,0,2,0
201,1,142.30237193255107,10,3,4,2,0,0,3,0
186,0,112.1872095614485,8,3,4,4,2,0,2,0
186,1,105.3528985746695,7,18,4,2,0,0,0,0
135,0,89.82409515110685,9,6,4,3,0,0,0,0
8,0,95.35986911544384,10,14,4,1,1,2,0,0
158,0,75.89253289375367,8,14,4,2,0,3,0,0
51,0,78.09522756753482,2,18,4,2,0,0,0,0
58,0,122.89522466553294,3,27,4,3,0,0,3,0
189,0,118.90490398612418,8,27,4,3,0,0,0,0
188,1,85.85206626210558,9,26,4,3,0,2,0,0
101,0,119.36289335579356,6,15,4,1,1,1,0,0
154,0,144.5843632362713,9,17,4,0,2,0,3,0
238,1,157.18794445739562,10,6,4,3,0,0,3,0
51,0,79.2,11,11,4,1,0,3,0,0
280,1,77.11269718974785,11,5,4,2,0,0,0,0
25,0,87.89737459032091,10,17,3,2,0,3,0,0
109,0,100.49588187920402,7,4,3,2,0,2,0,0
115,0,60.81958079959033,2,26,3,2,2,0,0,0
118,0,143.1,9,20,4,3,0,0,3,0
174,0,110.9288338361712,9,5,3,4,0,0,0,0
172,0,107.95154066193139,8,25,4,3,0,0,3,0
36,0,139.69484323510548,7,25,4,2,1,0,3,0
275,0,115.99904629375715,9,23,3,2,0,0,0,0
103,0,79.11753381029466,11,6,3,2,0,1,0,0
200,0,96.7092364021759,8,9,3,3,0,0,0,0
47,0,131.4,6,3,4,1,1,0,3,0
90,0,89.25,8,13,4,1,1,0,0,0
135,0,89.28175120942687,9,7,3,3,0,0,0,0
163,0,115.58544090316758,7,29,3,2,0,0,3,0
79,0,126.0754795096688,6,29,4,1,1,1,0,0
53,0,79.86269408795367,2,27,4,1,0,2,0,0
126,0,219.33875825418548,7,4,4,7,2,0,5,0
100,0,132.26990203161552,5,1,4,3,0,0,0,0
36,2,126.26869798834831,3,23,4,4,2,0,1,0
293,1,70.83662285846769,10,12,3,2,1,2,0,0
31,0,109.14900041670279,9,29,4,1,1,3,0,0
99,0,94.77852830252297,7,25,3,3,1,2,0,0
105,0,75.0,4,6,3,1,0,0,0,0
147,0,106.50678982864018,6,1,4,3,0,0,0,0
158,0,106.7976343636907,7,5,4,4,1,0,0,0
76,0,109.41582720975047,11,3,4,1,1,0,0,0
6,0,111.10203261140211,4,1,4,1,0,0,0,0
52,0,117.77773283239891,6,4,4,1,0,0,0,0
62,0,94.64926128608455,4,21,3,2,0,2,0,0
225,0,83.7371035957728,7,25,4,2,2,1,0,0
50,0,97.1591111165888,9,3,4,1,0,1,0,0
65,0,149.4,9,8,4,2,0,0,3,0
286,0,117.0,9,16,4,2,0,1,0,0
77,0,90.20870240494028,9,2,4,2,0,0,0,0
82,0,122.42537597371982,5,16,4,2,1,0,1,0
180,1,102.20900793652139,7,20,4,3,0,0,1,0
194,0,105.94112136179115,8,4,4,3,0,0,0,0
96,0,110.93666515459459,10,26,4,2,0,0,2,0
189,1,109.45648741805917,8,21,4,3,1,0,1,0
182,2,163.36605230814058,8,19,4,2,0,1,0,0
64,0,151.4738669712239,8,19,4,1,0,0,0,0
199,1,127.39304860507835,8,13,4,5,2,0,2,0
2,0,89.23514099283156,3,24,4,0,1,3,0,0
90,1,107.48728782230648,10,30,4,2,0,0,0,0
25,0,151.40667951603194,4,12,4,2,2,0,1,0
34,0,100.16878396615142,3,2,4,1,0,0,0,0
4,0,109.8369243299093,9,1,2,0,0,0,0,0
212,1,129.59059155935975,8,26,3,2,1,0,0,0
34,0,159.4992110854811,2,25,4,2,0,0,3,0
75,0,116.35251302301833,5,8,4,0,1,2,0,0
52,0,53.39917544592372,3,12,3,1,1,0,0,0
52,0,158.8135907472051,6,3,4,1,0,0,3,0
262,0,64.44984861565605,11,25,3,2,1,2,0,0
178,0,102.04445019293739,7,30,4,1,0,0,0,0
151,0,94.29736374909008,5,30,4,3,0,0,0,0
159,0,132.53170302858507,10,3,3,2,0,0,3,0
112,1,126.76469874194333,11,5,4,2,0,0,0,0
172,0,105.3,7,13,4,1,0,0,0,0
58,0,74.92029125712692,3,18,3,2,1,0,0,0
143,0,89.87258499389503,10,12,4,1,2,0,0,0
62,0,143.1,5,7,4,1,0,0,0,0
230,0,128.7,10,28,4,2,0,0,2,0
85,0,97.894692673958,9,5,4,1,0,0,0,0
166,1,100.46454788750071,6,18,4,2,1,0,0,0
126,1,79.283221206227,10,12,3,1,1,2,0,0
67,1,141.54795603311692,6,20,4,1,0,0,3,0
148,0,96.79361324788641,8,21,3,1,1,0,0,0
16,0,130.76532319704793,3,3,4,3,0,0,3,0
191,0,95.51058919460213,7,22,3,2,0,0,0,0
47,0,125.99606341594529,10,15,4,2,0,0,2,0
33,0,149.93027304339776,3,29,4,3,0,0,0,0
32,0,149.4,6,10,4,2,0,0,3,0
303,0,99.25728407405188,9,18,3,2,0,0,0,0
91,0,50.78843453035302,7,6,4,3,1,0,0,0
60,0,74.8,11,22,4,2,1,3,0,0
205,0,86.54196469853673,7,20,4,2,0,0,0,0
