no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status
2,0,0,2,0,0,0,15,2018,8,17,4,0.0,0.0,0.0,136.0,0,0
2,0,0,1,2,0,0,25,2018,7,15,4,0.0,0.0,0.0,139.93872218264096,0,0
2,0,1,2,0,0,1,256,2018,10,16,4,0.0,0.0,0.0,105.40790639871362,0,0
2,0,0,1,0,0,0,155,2018,6,2,4,0.0,0.0,0.0,129.09183898945946,0,0
3,0,0,2,0,0,2,16,2018,6,16,4,0.0,0.0,0.0,177.46866528235907,0,0
1,0,0,1,2,0,0,12,2018,6,8,4,0.0,0.0,0.0,137.2130650843064,0,0
1,0,1,2,0,0,0,162,2018,6,5,3,0.0,0.0,0.0,99.76171194009154,0,0
2,0,0,2,0,0,0,174,2018,3,25,3,0.0,0.0,0.0,115.57158867023453,0,0
2,0,1,1,3,0,0,57,2018,6,17,4,0.0,0.0,0.0,94.25131316452386,0,0
2,0,0,2,2,0,0,72,2018,7,14,2,0.0,0.0,0.0,99.2965490596539,1,0
1,0,0,3,0,0,0,153,2018,6,7,4,0.0,0.0,0.0,101.76762190297546,0,0
2,0,1,3,0,0,0,269,2018,5,7,3,0.0,0.0,0.0,80.43159160962412,0,0
2,0,0,1,0,0,1,16,2018,4,27,4,0.0,0.0,0.0,167.8248282577812,0,0
2,0,1,3,0,0,0,134,2017,11,24,3,0.0,0.0,0.0,70.97984327627427,0,0
2,0,1,2,0,0,0,71,2018,5,7,4,0.0,0.0,0.0,127.47579860619545,0,0
2,0,1,1,1,0,0,16,2018,3,16,4,0.0,0.0,0.0,107.41976501461409,0,0
1,0,1,3,0,0,0,303,2018,8,19,3,0.0,0.0,0.0,78.0046184675074,0,0
2,0,1,2,0,0,0,205,2018,8,25,4,0.0,0.0,0.0,131.07250905119335,0,0
2,0,0,2,1,0,0,265,2018,6,24,3,0.0,0.0,0.0,109.0,0,0
2,0,1,2,3,0,0,87,2018,5,16,4,0.0,0.0,0.0,112.55413988762164,0,0
2,0,0,2,0,0,2,78,2018,7,18,4,0.0,0.0,0.0,149.7478356763127,0,0
1,0,0,1,0,0,0,25,2018,2,19,4,0.0,0.0,0.0,92.59614127056975,0,0
1,0,1,2,0,0,0,113,2017,7,1,3,0.0,0.0,0.0,75.24029759000337,0,0
1,0,0,1,0,0,0,80,2018,5,23,4,0.0,0.0,0.0,90.90942703028747,0,0
2,0,2,1,0,0,1,11,2018,8,13,4,0.0,0.0,0.0,149.9846275438776,0,0
2,1,0,2,0,0,0,155,2018,8,16,4,0.0,0.0,0.0,130.59381162588912,0,0
1,0,1,4,2,0,0,120,2018,10,27,3,0.0,0.0,0.0,75.32984412453926,0,0
2,0,2,1,2,0,0,44,2018,7,2,4,0.0,0.0,0.0,124.60848634107172,0,0
1,0,1,2,1,0,0,93,2017,7,25,3,0.0,0.0,0.0,65.59272686868862,0,0
2,1,1,0,0,0,3,140,2018,6,29,3,0.0,0.0,0.0,193.01321621949555,0,0
2,0,0,2,0,0,0,257,2017,7,1,4,0.0,0.0,0.0,101.19806121961147,0,0
2,0,2,2,0,0,0,36,2018,3,28,4,0.0,0.0,0.0,126.7461875949274,0,0
2,0,1,6,0,0,2,52,2018,8,9,4,0.0,0.0,0.0,137.28649303918533,0,0
2,0,0,2,0,0,1,87,2018,6,15,4,0.0,0.0,0.0,127.56715952206011,0,0
2,0,0,1,1,0,0,100,2017,10,16,4,0.0,0.0,0.0,105.17637842645703,0,0
2,0,2,1,0,0,0,103,2017,10,6,3,0.0,0.0,0.0,69.89930645172501,0,0
2,0,1,4,0,0,1,127,2018,6,1,4,0.0,0.0,0.0,127.61348100366214,0,0
1,0,0,1,3,0,0,136,2018,11,12,4,0.0,0.0,0.0,79.2,0,0
1,0,1,2,0,0,0,365,2018,9,15,3,0.0,0.0,0.0,93.06645842443689,0,0
2,1,0,2,0,0,4,129,2018,5,30,4,0.0,0.0,0.0,196.50874242951318,0,0
1,0,0,2,0,0,0,10,2018,6,17,4,0.0,0.0,0.0,119.37898896000956,0,0
2,1,1,1,0,0,4,67,2018,5,13,4,0.0,0.0,0.0,201.47352548959685,0,0
1,0,3,10,0,0,0,67,2018,2,28,4,0.0,0.0,0.0,75.25490590433644,0,0
2,0,2,2,0,0,1,67,2018,2,25,4,0.0,0.0,0.0,66.94728637357554,0,0
2,0,0,0,0,0,0,15,2017,7,22,3,0.0,0.0,0.0,99.12252995334552,0,0
3,0,2,1,0,0,2,148,2018,8,4,4,0.0,0.0,0.0,174.94850835653912,0,0
1,0,1,0,0,0,0,24,2018,5,21,3,0.0,0.0,0.0,135.01374555401134,0,0
2,0,2,1,0,0,2,147,2018,6,9,4,0.0,0.0,0.0,168.8116550963618,1,0
2,0,0,1,0,0,1,237,2018,6,20,4,0.0,0.0,0.0,116.19699014591822,0,0
2,0,0,2,0,0,0,256,2017,7,3,4,0.0,0.0,0.0,101.17503240635563,0,0
1,0,0,1,0,0,0,48,2018,4,10,4,0.0,0.0,0.0,99.9,0,0
2,0,2,1,0,0,0,52,2018,8,26,3,0.0,0.0,0.0,76.89994109753603,0,0
1,0,0,1,0,0,0,25,2018,4,19,2,0.0,0.0,0.0,95.0,0,0
1,0,2,2,0,0,0,163,2018,6,5,3,0.0,0.0,0.0,99.85300341113239,0,0
2,0,0,3,0,0,0,94,2018,8,10,4,0.0,0.0,0.0,107.06970723877153,0,0
2,0,0,1,0,0,0,100,2018,6,16,3,0.0,0.0,0.0,95.42856290266535,0,0
2,0,1,2,2,0,0,145,2018,5,29,4,0.0,0.0,0.0,94.48757566263548,1,0
2,0,0,3,0,0,0,135,2018,5,8,4,0.0,0.0,0.0,80.00038369517817,0,0
1,0,1,2,0,0,0,155,2018,7,25,4,0.0,0.0,0.0,104.66204274367995,0,0
2,0,0,3,2,0,0,3,2018,2,6,4,0.0,0.0,0.0,92.28814450959305,1,0
2,0,0,1,0,0,0,14,2017,7,21,2,0.0,0.0,0.0,103.93790283025061,0,0
1,0,1,0,0,0,0,29,2018,5,22,4,0.0,0.0,0.0,117.91682237296682,0,0
2,0,1,0,0,0,0,11,2018,10,3,4,0.0,0.0,0.0,152.7212698305685,0,0
2,0,0,2,0,0,1,10,2018,3,24,3,0.0,0.0,0.0,105.79971798213238,0,0
2,0,1,2,0,0,3,69,2018,6,7,4,0.0,0.0,0.0,169.45338534668426,0,0
1,0,0,2,0,0,0,49,2018,3,19,4,0.0,0.0,0.0,138.98852516203092,0,0
2,2,0,1,0,0,4,225,2018,8,5,4,0.0,0.0,0.0,182.96098430355306,1,0
1,0,1,3,0,0,0,20,2018,2,9,4,0.0,0.0,0.0,85.52144902416688,0,0
2,0,0,3,0,0,0,34,2018,3,22,4,0.0,0.0,0.0,115.10758072889968,0,0
2,0,0,2,0,0,0,11,2018,9,7,4,0.0,0.0,0.0,150.62888706156988,0,0
2,0,1,1,1,0,0,123,2017,7,8,3,0.0,0.0,0.0,94.75750852249409,0,0
2,0,1,2,0,0,0,98,2018,10,23,4,0.0,0.0,0.0,137.60375946999454,0,0
1,0,2,5,0,0,0,62,2017,4,16,4,0.0,0.0,0.0,66.91969674721837,0,0
1,0,0,1,0,0,1,44,2018,5,16,4,0.0,0.0,0.0,97.2678726517759,0,0
2,0,0,1,3,0,0,72,2018,9,14,2,0.0,0.0,0.0,100.0,1,0
2,0,1,4,0,0,1,167,2018,9,25,4,0.0,0.0,0.0,104.18022678722166,0,0
1,0,0,3,1,0,0,214,2018,9,6,4,0.0,0.0,0.0,92.06631033317197,0,0
1,0,1,0,0,0,0,78,2018,11,20,4,0.0,0.0,0.0,86.4,0,0
2,0,0,4,1,0,0,210,2018,8,24,4,0.0,0.0,0.0,78.45772279809778,0,0
2,0,0,1,1,0,1,11,2018,9,6,4,0.0,0.0,0.0,138.89074165836848,0,0
2,0,1,3,0,0,0,27,2017,7,4,4,0.0,0.0,0.0,117.11080278918037,0,0
2,0,1,1,0,0,0,2,2017,8,4,4,0.0,0.0,0.0,126.22090437728738,0,0
2,0,0,3,0,0,0,115,2018,5,6,4,0.0,0.0,0.0,106.43314353431384,0,0
3,0,0,2,0,0,2,173,2018,8,8,4,0.0,0.0,0.0,137.7,1,0
1,0,0,3,0,0,0,212,2017,8,9,3,0.0,0.0,0.0,89.18167939042672,0,0
1,0,0,1,0,0,0,101,2017,11,8,3,0.0,0.0,0.0,63.75,1,0
2,0,0,2,0,0,0,111,2018,6,2,4,0.0,0.0,0.0,119.92319238406965,1,0
2,0,0,4,0,0,4,5,2018,8,8,4,0.0,0.0,0.0,233.76080095550444,0,0
2,0,0,3,0,0,0,207,2018,6,4,4,0.0,0.0,0.0,103.83169680566124,1,0
2,0,1,2,0,0,0,298,2018,11,2,3,0.0,0.0,0.0,87.97898525463533,0,0
2,0,1,1,0,0,0,274,2018,9,1,4,0.0,0.0,0.0,106.21753066302001,0,0
1,0,0,2,0,0,0,34,2018,2,21,4,0.0,0.0,0.0,90.96439352690412,0,0
2,0,1,2,0,0,0,191,2018,7,5,3,0.0,0.0,0.0,131.87434218934246,1,0
1,0,2,2,0,0,0,159,2018,6,11,3,0.0,0.0,0.0,103.02967479171471,0,0
2,0,2,5,0,0,0,202,2018,7,16,4,0.0,0.0,0.0,92.80241154504529,1,0
2,0,0,3,0,0,0,150,2018,6,2,4,0.0,0.0,0.0,106.32755639949775,0,0
2,0,1,3,0,0,2,134,2018,8,28,4,0.0,0.0,0.0,137.46286525925743,1,0
2,0,1,1,0,0,0,111,2018,9,23,4,0.0,0.0,0.0,135.9,0,0
2,0,1,1,1,0,1,56,2018,3,15,4,0.0,0.0,0.0,83.69949671279677,0,0
2,0,1,1,0,0,0,79,2018,4,25,4,0.0,0.0,0.0,98.72414274374005,0,0
2,0,1,4,0,0,1,227,2018,9,7,4,0.0,0.0,0.0,116.70600554143722,2,0
2,0,0,2,0,0,0,264,2018,6,23,4,0.0,0.0,0.0,109.15949226254136,0,0
1,0,0,1,0,0,0,105,2018,7,16,4,0.0,0.0,0.0,99.03350188293538,0,0
2,0,2,2,0,0,1,7,2018,2,27,4,0.0,0.0,0.0,112.77632842692113,0,0
2,0,2,3,0,0,0,157,2018,5,26,3,0.0,0.0,0.0,90.77363563034382,0,0
2,0,0,3,0,0,2,132,2018,6,15,4,0.0,0.0,0.0,198.30220255350994,0,0
2,0,0,2,0,0,2,27,2018,7,24,4,0.0,0.0,0.0,149.01076211296515,0,0
2,0,1,1,0,0,0,37,2018,6,2,4,0.0,0.0,0.0,117.9,0,0
2,0,1,1,0,0,2,63,2018,6,27,4,0.0,0.0,0.0,142.45540292962346,0,0
2,0,0,2,0,0,0,90,2018,4,4,4,0.0,0.0,0.0,80.50577793442285,0,0
2,0,0,3,0,0,0,117,2018,5,17,4,0.0,0.0,0.0,109.79927063627785,0,0
1,0,0,1,0,0,0,95,2018,4,8,4,0.0,0.0,0.0,92.57295712674133,0,0
2,0,0,2,1,0,0,33,2017,8,24,4,0.0,0.0,0.0,223.00278716752786,0,0
2,0,0,3,0,0,2,62,2018,4,20,4,0.0,0.0,0.0,116.49792470109753,0,0
2,0,0,3,0,0,0,122,2018,5,28,3,0.0,0.0,0.0,93.37398903374194,0,0
2,1,0,1,0,0,0,199,2018,8,14,4,0.0,0.0,0.0,117.64131585102666,1,0
2,0,0,4,0,0,0,106,2018,6,6,4,0.0,0.0,0.0,124.541330429388,1,0
2,0,0,2,0,0,0,293,2018,7,20,3,0.0,0.0,0.0,107.45700038115473,0,0
2,0,0,1,3,0,0,178,2018,7,25,4,0.0,0.0,0.0,85.5,0,0
2,0,1,1,0,0,1,113,2018,8,5,4,0.0,0.0,0.0,120.92990579317052,0,0
2,0,2,2,0,0,0,169,2018,4,21,4,0.0,0.0,0.0,106.01120750229647,0,0
2,0,1,3,0,0,2,80,2018,9,7,4,0.0,0.0,0.0,132.1726005459068,0,0
2,0,0,2,2,0,0,62,2018,5,18,4,0.0,0.0,0.0,116.9822048634811,0,0
2,0,1,1,1,0,0,93,2018,5,19,4,0.0,0.0,0.0,114.65040195943641,0,0
2,0,1,1,1,0,0,98,2018,8,26,4,0.0,0.0,0.0,91.4505634153422,0,0
1,0,1,1,0,0,0,34,2018,5,19,4,0.0,0.0,0.0,80.9470087312803,0,0
2,0,1,6,0,0,0,156,2018,8,15,4,0.0,0.0,0.0,133.63013324653298,0,0
2,0,1,1,0,0,0,64,2018,6,23,4,0.0,0.0,0.0,105.3,0,0
2,0,2,5,0,0,0,64,2017,5,20,3,0.0,0.0,0.0,75.91090388509288,0,0
2,0,1,0,1,0,0,201,2018,6,28,4,0.0,0.0,0.0,87.50982964612602,0,0
2,0,1,1,1,0,0,122,2017,6,5,4,0.0,0.0,0.0,91.89144548089558,0,0
1,0,0,2,2,0,0,74,2017,6,17,4,0.0,0.0,0.0,116.26284497706699,0,0
3,0,0,3,0,0,2,56,2018,9,8,4,0.0,0.0,0.0,158.78646754702567,0,0
2,0,0,3,0,0,1,336,2018,12,13,4,0.0,0.0,0.0,82.98715945300778,0,0
1,0,0,1,0,0,0,36,2018,5,18,2,0.0,0.0,0.0,89.01620916251481,0,0
2,0,1,3,0,0,0,78,2018,3,30,4,0.0,0.0,0.0,81.60964746212936,0,0
2,0,0,1,3,0,0,72,2018,9,15,2,0.0,0.0,0.0,102.01315317067409,1,0
2,0,1,1,1,0,0,156,2018,7,22,4,0.0,0.0,0.0,104.2905790822495,0,0
2,0,1,0,1,0,0,35,2018,6,24,4,0.0,0.0,0.0,92.30537046383097,0,0
1,0,1,1,0,0,0,166,2018,7,26,4,0.0,0.0,0.0,96.09152497204433,0,0
2,0,0,1,0,0,0,220,2018,8,12,3,0.0,0.0,0.0,76.51779660445726,0,0
2,0,1,2,0,0,2,9,2018,2,26,4,0.0,0.0,0.0,107.16514616230532,0,0
2,0,1,3,2,0,0,103,2017,6,18,4,0.0,0.0,0.0,72.25,1,0
2,0,0,1,0,0,0,180,2018,8,20,3,0.0,0.0,0.0,105.51811825271626,1,0
2,0,0,2,0,0,0,222,2018,8,30,4,0.0,0.0,0.0,96.3,1,0
2,0,0,1,0,0,0,10,2018,10,5,4,0.0,0.0,0.0,129.33886203942816,0,0
2,0,2,4,0,0,1,180,2018,8,3,4,0.0,0.0,0.0,129.6944220213866,1,0
1,0,0,3,2,0,0,15,2017,3,17,4,0.0,0.0,0.0,79.28126038214647,0,0
2,0,2,1,0,0,0,264,2018,6,11,3,0.0,0.0,0.0,73.66418578957439,0,0
2,0,0,2,0,0,0,158,2018,7,25,3,0.0,0.0,0.0,90.0,0,0
2,0,0,4,0,0,0,253,2018,9,25,3,0.0,0.0,0.0,91.6035193442743,0,0
2,1,0,2,0,0,3,136,2018,8,12,4,0.0,0.0,0.0,220.63156529991448,0,0
2,0,1,4,0,0,1,250,2018,8,3,3,0.0,0.0,0.0,105.70427332722929,0,0
2,0,0,3,1,0,0,34,2017,9,23,3,0.0,0.0,0.0,224.67,0,0
2,0,0,3,3,0,0,184,2018,10,24,4,0.0,0.0,0.0,69.59330405330265,0,0
1,0,1,0,0,0,0,23,2018,5,21,4,0.0,0.0,0.0,136.3042989451891,0,0
2,0,1,1,0,0,1,6,2018,3,5,4,0.0,0.0,0.0,115.5201007094795,0,0
2,0,1,0,0,0,0,174,2018,8,11,4,0.0,0.0,0.0,127.2318382761162,0,0
1,0,1,1,0,0,0,3,2018,8,19,4,0.0,0.0,0.0,131.4228620018416,0,0
1,0,0,2,0,0,0,236,2018,7,14,4,0.0,0.0,0.0,90.31153474246813,0,0
2,0,1,2,3,0,0,40,2018,2,9,4,0.0,0.0,0.0,67.5,0,0
2,0,1,4,0,0,0,186,2018,7,27,4,0.0,0.0,0.0,91.47260042917404,0,0
2,0,0,3,0,0,1,143,2018,7,19,4,0.0,0.0,0.0,122.25031084195591,0,0
3,0,1,3,0,0,2,170,2018,8,11,4,0.0,0.0,0.0,133.04140144882462,1,0
2,0,1,0,0,0,0,111,2018,9,24,4,0.0,0.0,0.0,136.860233820798,0,0
2,0,2,2,0,0,1,36,2018,2,20,4,0.0,0.0,0.0,69.80445951256146,0,0
1,0,0,1,2,0,0,16,2018,2,4,4,0.0,0.0,0.0,83.93297088053147,0,0
2,0,1,0,1,0,0,89,2018,7,27,4,0.0,0.0,0.0,87.57197737600109,0,0
2,0,1,5,0,0,0,235,2018,10,28,4,0.0,0.0,0.0,93.51720962302336,0,0
2,0,1,1,1,0,0,118,2017,6,1,4,0.0,0.0,0.0,92.31718070650255,0,0
2,0,0,2,0,0,0,32,2018,3,22,4,0.0,0.0,0.0,116.3581497002614,0,0
2,0,0,2,1,0,0,119,2018,4,15,3,0.0,0.0,0.0,86.95115373368816,0,0
1,0,2,2,0,0,0,162,2018,9,14,3,0.0,0.0,0.0,112.42876046559583,0,0
1,0,0,3,0,0,0,99,2018,8,24,4,0.0,0.0,0.0,92.1881031742582,0,0
2,0,0,2,0,0,2,76,2018,5,26,4,0.0,0.0,0.0,140.4,0,0
2,0,1,2,0,0,2,62,2018,4,17,4,0.0,0.0,0.0,116.56550400178251,0,0
2,0,0,3,1,0,0,251,2018,9,10,4,0.0,0.0,0.0,83.3341914672093,1,0
2,0,1,1,0,0,2,34,2018,9,24,4,0.0,0.0,0.0,144.3074172473241,1,0
2,0,0,3,0,0,0,304,2018,11,3,3,0.0,0.0,0.0,89.0,0,0
1,0,0,1,1,0,0,24,2018,10,12,2,0.0,0.0,0.0,97.66252033207991,0,0
1,0,3,9,0,0,0,15,2018,11,25,4,0.0,0.0,0.0,64.77492830842074,1,0
1,0,0,1,0,0,0,48,2018,4,10,4,0.0,0.0,0.0,99.9,0,0
1,0,3,5,0,0,2,9,2018,5,11,4,0.0,0.0,0.0,147.17957266023836,0,0
2,0,1,1,0,0,0,2,2017,7,4,4,0.0,0.0,0.0,126.25290493167431,0,0
2,0,1,0,0,0,2,64,2018,7,7,4,0.0,0.0,0.0,168.5671144742028,0,0
2,0,1,2,0,0,1,161,2018,9,19,3,0.0,0.0,0.0,141.50853487071228,0,0
1,0,0,1,0,0,0,194,2018,7,15,4,0.0,0.0,0.0,87.60594627242004,0,0
1,0,0,0,1,0,0,20,2017,10,14,2,0.0,0.0,0.0,63.21476405688288,0,0
2,0,0,2,0,0,2,16,2018,5,16,4,0.0,0.0,0.0,176.37404866571268,0,0
2,0,1,2,1,0,0,178,2018,10,24,3,0.0,0.0,0.0,104.98936791442836,1,0
2,0,0,2,0,0,0,318,2018,8,16,4,0.0,0.0,0.0,117.4609746802061,0,0
1,0,0,1,0,0,0,1,2017,9,17,2,0.0,0.0,0.0,66.46745081408108,0,0
2,0,1,2,0,0,0,35,2018,3,6,4,0.0,0.0,0.0,81.9,0,0
1,0,1,0,0,0,0,31,2018,8,27,4,0.0,0.0,0.0,103.90261947257476,0,0
1,0,1,2,0,0,0,121,2018,7,6,4,0.0,0.0,0.0,114.04383968757283,0,0
2,0,0,2,0,0,0,22,2018,7,23,4,0.0,0.0,0.0,139.66395702936774,0,0
1,0,1,2,0,0,1,41,2018,1,21,4,0.0,0.0,0.0,70.96005309951123,0,0
2,0,1,4,0,0,1,160,2018,8,17,4,0.0,0.0,0.0,138.2374419774969,0,0
2,1,1,4,0,0,0,71,2018,8,10,4,0.0,0.0,0.0,135.04670525560383,0,0
2,0,0,2,0,0,2,7,2018,3,3,4,0.0,0.0,0.0,132.49345523295457,0,0
2,0,1,3,0,0,0,27,2018,8,28,4,0.0,0.0,0.0,118.15848196015969,0,0
1,0,0,2,0,0,0,19,2018,11,1,4,0.0,0.0,0.0,109.23443662354912,0,0
2,0,1,1,1,0,0,131,2017,8,17,4,0.0,0.0,0.0,94.5,0,0
2,0,0,4,2,0,0,239,2018,6,28,4,0.0,0.0,0.0,81.58579971364303,1,0
2,0,0,3,2,0,0,128,2018,7,6,4,0.0,0.0,0.0,102.92844276128223,0,0
1,0,1,1,0,0,0,56,2017,3,13,3,0.0,0.0,0.0,61.28238714265916,0,0
2,0,0,2,3,0,0,185,2018,7,19,4,0.0,0.0,0.0,91.79674696489259,0,0
1,0,0,1,1,0,0,35,2018,5,19,3,0.0,0.0,0.0,89.0666371604163,0,0
2,0,0,2,0,0,0,238,2018,6,17,3,0.0,0.0,0.0,112.26253253922259,0,0
2,1,0,2,0,0,3,33,2018,4,16,4,0.0,0.0,0.0,165.09007056122115,0,0
2,0,0,3,0,0,0,100,2018,8,28,3,0.0,0.0,0.0,100.4219170517279,0,0
2,0,0,3,0,0,0,128,2018,6,3,4,0.0,0.0,0.0,159.69157014718402,0,0
2,0,0,3,0,0,4,3,2018,5,29,4,0.0,0.0,0.0,214.43100525224548,0,0
2,0,0,1,1,0,0,173,2018,8,5,4,0.0,0.0,0.0,104.46064243894769,0,0
1,0,0,2,0,0,2,15,2018,4,7,4,0.0,0.0,0.0,127.76494904558426,0,0
2,0,2,2,1,0,0,169,2018,4,22,3,0.0,0.0,0.0,106.0,0,0
2,0,0,2,0,0,0,18,2018,6,22,2,0.0,0.0,0.0,100.78584936214959,0,0
3,0,1,1,0,0,2,168,2018,9,18,4,0.0,0.0,0.0,160.10054166734824,0,0
2,0,1,1,0,0,2,73,2018,4,3,4,0.0,0.0,0.0,99.94948393636005,0,0
2,0,0,3,0,0,0,184,2018,9,9,3,0.0,0.0,0.0,113.30623694316462,1,0
2,0,0,1,0,0,0,102,2018,11,9,4,0.0,0.0,0.0,109.57923081563911,1,0
2,0,1,2,0,0,1,155,2018,9,22,3,0.0,0.0,0.0,143.450464445081,0,0
2,0,0,4,1,0,0,190,2018,7,25,4,0.0,0.0,0.0,90.02900636074514,0,0
2,0,1,0,2,0,0,52,2018,8,26,4,0.0,0.0,0.0,125.04251846169136,0,0
2,0,1,2,0,0,0,34,2018,3,7,3,0.0,0.0,0.0,82.10635065653409,0,0
1,0,2,0,1,0,0,97,2018,8,17,4,0.0,0.0,0.0,92.91743103353443,1,0
2,0,0,3,2,0,0,29,2018,11,14,4,0.0,0.0,0.0,74.34869797651906,0,0
2,0,0,3,0,0,0,104,2018,4,27,4,0.0,0.0,0.0,103.14480508904963,0,0
2,0,0,3,0,0,2,83,2018,4,6,4,0.0,0.0,0.0,98.77422298111844,0,0
2,0,0,0,3,0,0,24,2018,8,18,4,0.0,0.0,0.0,139.0,0,0
2,0,1,4,0,0,2,32,2018,8,13,4,0.0,0.0,0.0,137.5154354133228,0,0
2,0,0,1,0,0,2,69,2018,5,28,4,0.0,0.0,0.0,139.20946006935583,0,0
2,0,0,3,0,0,0,48,2018,6,26,4,0.0,0.0,0.0,135.60453081957493,0,0
2,1,1,1,0,0,0,157,2018,7,25,4,0.0,0.0,0.0,121.5,0,0
2,0,1,0,0,0,0,186,2017,9,5,4,0.0,0.0,0.0,104.11239445771635,0,0
2,0,0,5,0,0,0,230,2018,9,6,3,0.0,0.0,0.0,137.0,1,0
2,0,0,1,0,0,2,31,2018,6,15,4,0.0,0.0,0.0,132.93807129440188,0,0
2,0,1,1,0,0,2,129,2018,9,24,4,0.0,0.0,0.0,123.85436129914015,0,0
2,0,0,2,0,0,0,157,2018,6,13,4,0.0,0.0,0.0,118.36638999176023,1,0
2,0,2,4,0,0,0,204,2018,9,28,4,0.0,0.0,0.0,98.92441988480597,0,0
2,0,0,3,0,0,4,7,2018,5,29,4,0.0,0.0,0.0,215.2598027910717,0,0
2,0,2,0,2,0,0,15,2018,3,18,4,0.0,0.0,0.0,89.58246868954168,0,0
0,1,0,3,0,0,0,156,2018,7,30,4,0.0,0.0,0.0,108.71093482263005,0,0
2,0,1,0,3,0,0,5,2018,3,4,4,0.0,0.0,0.0,89.78360263848992,0,0
2,1,0,2,0,0,2,322,2018,10,30,4,0.0,0.0,0.0,179.10944224898785,0,0
1,0,0,1,0,0,0,130,2018,6,17,4,0.0,0.0,0.0,161.85425262751025,0,0
2,0,1,3,0,0,0,153,2018,5,9,4,0.0,0.0,0.0,71.63804448578536,0,0
0,1,0,2,0,0,0,155,2018,7,29,4,0.0,0.0,0.0,108.00310199857093,0,0
2,0,0,3,2,0,0,96,2018,6,18,4,0.0,0.0,0.0,131.21806659739354,0,0
2,0,2,0,1,0,0,29,2018,4,19,4,0.0,0.0,0.0,99.77084909692381,0,0
2,0,1,3,0,0,1,162,2018,8,18,4,0.0,0.0,0.0,140.01318344398211,0,0
2,0,0,4,0,0,0,255,2017,8,9,4,0.0,0.0,0.0,100.58018194056089,0,0
2,0,1,4,0,0,0,110,2018,7,19,4,0.0,0.0,0.0,135.94162864122686,1,0
2,0,0,1,3,0,0,40,2018,3,9,4,0.0,0.0,0.0,70.31505591776865,0,0
2,0,1,1,0,0,0,225,2018,9,28,4,0.0,0.0,0.0,96.16346084581771,1,0
0,1,1,4,0,0,0,39,2018,9,4,4,0.0,0.0,0.0,106.32870600867773,0,0
1,0,0,0,1,0,0,44,2018,3,5,3,0.0,0.0,0.0,66.41218306055029,0,0
2,0,2,2,0,0,0,89,2017,9,7,3,0.0,0.0,0.0,80.15362079767756,0,0
2,0,1,3,0,0,0,61,2017,7,11,3,0.0,0.0,0.0,76.00673621006953,0,0
2,0,0,2,0,0,1,13,2018,6,12,4,0.0,0.0,0.0,174.72284271031182,0,0
2,0,1,3,0,0,1,35,2018,2,21,4,0.0,0.0,0.0,69.55856353388842,0,0
1,0,0,2,0,0,0,112,2017,5,29,2,0.0,0.0,0.0,99.06565446672096,0,0
2,0,1,1,2,0,0,29,2018,5,21,4,0.0,0.0,0.0,114.39814211956626,0,0
1,0,0,2,2,0,0,151,2018,7,5,4,0.0,0.0,0.0,100.69726286900521,0,0
1,0,0,3,3,0,0,21,2018,7,10,4,0.0,0.0,0.0,139.0,0,0
1,0,0,2,0,0,2,11,2018,9,19,2,0.0,0.0,0.0,109.89905133757036,0,0
1,0,1,2,2,0,0,67,2018,10,7,4,0.0,0.0,0.0,171.86596200947042,1,0
1,0,1,2,0,0,0,57,2017,7,9,3,0.0,0.0,0.0,77.50711173502424,0,0
2,0,0,3,0,0,2,100,2018,6,29,4,0.0,0.0,0.0,144.20975570660067,0,0
2,0,2,1,0,0,1,123,2018,6,15,4,0.0,0.0,0.0,118.21792160068505,0,0
2,0,0,2,0,0,0,100,2018,4,8,4,0.0,0.0,0.0,87.85338386336112,0,0
2,0,0,3,0,0,0,171,2018,8,20,4,0.0,0.0,0.0,101.2523152743359,0,0
1,0,0,2,0,0,0,346,2018,9,11,3,0.0,0.0,0.0,88.43523283996399,0,0
2,1,0,3,0,0,4,1,2018,4,25,4,0.0,0.0,0.0,212.42176366034832,0,0
1,0,0,2,0,0,0,234,2018,8,14,4,0.0,0.0,0.0,90.17016173282514,0,0
1,0,1,1,0,0,1,4,2018,8,10,4,0.0,0.0,0.0,170.27094269831636,0,0
2,0,1,2,0,0,0,159,2018,11,21,4,0.0,0.0,0.0,86.01127090262267,1,0
2,0,0,1,0,0,2,57,2018,9,16,4,0.0,0.0,0.0,137.08244412740197,1,0
2,0,0,1,0,0,0,5,2018,7,19,4,0.0,0.0,0.0,121.09284868121505,0,0
2,0,1,2,0,0,0,118,2018,6,9,4,0.0,0.0,0.0,128.12500203110747,0,0
1,0,1,2,0,0,0,121,2018,6,8,4,0.0,0.0,0.0,112.7238033729594,0,0
2,0,1,1,0,0,2,27,2018,6,25,4,0.0,0.0,0.0,152.36863194039915,0,0
0,1,0,3,1,0,0,219,2018,11,29,4,0.0,0.0,0.0,69.55217264266496,0,0
1,0,1,3,0,0,0,105,2017,8,8,3,0.0,0.0,0.0,63.75,1,0
2,0,1,2,0,0,0,256,2018,7,30,4,0.0,0.0,0.0,91.26173526099254,0,0
